Date,macd,signal,histogram
2021-08-03,-1195.2209366308234,463.8760148470824,-1659.0969514779058
2021-08-04,-1046.261007991765,161.84861027931294,-1208.1096182710778
2021-08-05,-957.517348710564,-62.024581518662444,-895.4927671919015
2021-08-06,-1156.2792413112184,-280.8755134771736,-875.4037278340447
2021-08-09,-1099.3972000004724,-444.57985078183344,-654.8173492186389
2021-08-10,-1161.960874757031,-588.056055576873,-573.904819180158
2021-08-11,-1397.1664789137722,-749.8781402442528,-647.2883386695194
2021-08-12,-1286.3199695902586,-857.1665061134539,-429.15346347680463
2021-08-13,-1304.473616478208,-946.6279281864048,-357.8456882918032
2021-08-17,-1622.9190820858348,-1081.8861589662909,-541.032923119544
2021-08-18,-1574.7163091905531,-1180.4521890111432,-394.26412017940993
2021-08-19,-1439.2330391536234,-1232.2083590396392,-207.02468011398423
2021-08-20,-1516.113861328049,-1288.9894594973211,-227.12440183072795
2021-08-23,-1200.0961138997227,-1271.2107903778015,71.11467647807876
2021-08-24,-898.9415127646935,-1196.75693485518,297.81542209048644
2021-08-25,-493.20566842515836,-1056.0466815691757,562.8410131440173
2021-08-26,-289.3590021371783,-902.7091456827762,613.3501435455979
2021-08-27,-86.46649718636763,-739.4606159834946,652.9941187971269
2021-08-30,193.13835993676912,-552.9408207994419,746.079180736211
2021-08-31,689.2032666864106,-304.5120033022714,993.715269988682
2021-09-01,990.2318601034931,-45.56323062111849,1035.7950907246116
2021-09-02,1294.567859389208,222.4629873809468,1072.1048720082613
2021-09-03,1637.9129544491007,505.5529807945776,1132.359973654523
2021-09-06,1808.4777673370554,766.1379381030732,1042.339829233982
2021-09-07,1801.843614843703,973.2790734511993,828.5645413925038
2021-09-08,539.6448501854611,886.5522287980517,-346.9073786125906
2021-09-09,-1253.1279124406283,458.61620055031574,-1711.744112990944
2021-09-10,-2523.7831776042003,-137.86367508058743,-2385.919502523613
2021-09-13,-3929.2961838992487,-896.1501768443197,-3033.146007054929
2021-09-14,-5025.589323487715,-1722.0380061729988,-3303.551317314716
2021-09-15,-5946.894896401878,-2567.009384218775,-3379.8855121831034
2021-09-16,-6680.7166997232125,-3389.750847319662,-3290.9658524035503
2021-09-17,-7339.058947912592,-4179.612467438248,-3159.446480474344
2021-09-23,-8130.192516175914,-4969.728477185781,-3160.4640389901324
2021-09-24,-8298.400382864551,-5635.462858321535,-2662.9375245430156
2021-09-27,-8295.732467787398,-6167.516780214708,-2128.2156875726905
2021-09-28,-8398.5341586211,-6613.720255895987,-1784.8139027251127
2021-09-29,-8463.139082680325,-6983.604021252855,-1479.5350614274703
2021-09-30,-8297.651327083644,-7246.413482419013,-1051.2378446646308
2021-10-01,-8193.09366868643,-7435.749519672497,-757.344149013933
2021-10-05,-8456.553125284772,-7639.910240794952,-816.6428844898201
2021-10-06,-8407.052094126382,-7793.3386114612385,-613.7134826651436
2021-10-07,-7753.943854966652,-7785.459660162322,31.5158051956696
2021-10-08,-7313.429492605443,-7691.053626650946,377.6241340455035
2021-10-12,-7204.041550668815,-7593.65121145452,389.6096607857053
2021-10-13,-6757.0391283461795,-7426.3287948328525,669.289666486673
2021-10-14,-5970.84590141708,-7135.232216149698,1164.3863147326174
2021-10-15,-5246.952679163034,-6757.576308752365,1510.6236295893304
2021-10-18,-4659.8915770647145,-6338.039362414835,1678.14778535012
2021-10-19,-3668.206764001181,-5804.072842732105,2135.8660787309236
2021-10-20,-2809.55676215369,-5205.169626616422,2395.6128644627315
2021-10-21,-2104.807538345485,-4585.097208962235,2480.2896706167494
2021-10-22,-1568.5532172610401,-3981.788410621996,2413.2351933609557
2021-10-25,-1250.1938122260908,-3435.469490942815,2185.275678716724
2021-10-26,-866.861585349965,-2921.747909824245,2054.88632447428
2021-10-27,-476.87922428920865,-2432.7741727172383,1955.8949484280297
2021-10-28,-405.21920665708603,-2027.263179505208,1622.043972848122
